1,2
1,2
1,3
1,3
1,5
1,5
1,6
1,7
1,7
1,9
1,10
1,11
1,12
1,12
1,12
1,13
1,14
1,14
1,15
1,15
1,16
1,17
1,18
1,19
1,20
1,21
1,22
1,24
1,24
1,26
1,27
1,28
1,29
1,30
1,31
1,33
1,34
1,35
1,36
1,37
1,38
1,39
1,40
1,41
1,42
1,43
1,44
1,45
1,48
1,49
1,52
1,53
1,54
1,56
1,57
1,58
1,58
1,59
1,59
1,60
1,61
1,61
1,62
1,62
1,63
1,64
1,65
1,66
1,67
1,67
1,67
1,69
1,73
1,75
1,75
1,76
1,77
1,78
1,79
1,80
1,80
1,82
1,83
1,85
1,86
1,88
1,89
1,91
1,94
1,96
2,3
2,3
2,5
2,5
2,7
2,9
2,11
2,12
2,12
2,14
2,15
2,17
2,19
2,20
2,22
2,23
2,24
2,26
2,27
2,28
2,30
2,35
2,36
2,37
2,40
2,41
2,42
2,43
2,45
2,48
2,55
2,56
2,57
2,58
2,60
2,64
2,65
2,65
2,66
2,67
2,70
2,72
2,73
2,75
2,76
2,78
2,79
2,80
2,83
2,86
2,88
2,88
2,89
2,91
2,94
2,96
3,5
3,7
3,9
3,11
3,12
3,14
3,15
3,17
3,19
3,20
3,21
3,22
3,23
3,24
3,26
3,27
3,28
3,29
3,30
3,35
3,36
3,37
3,38
3,40
3,41
3,42
3,43
3,45
3,48
3,55
3,56
3,57
3,58
3,58
3,60
3,61
3,62
3,65
3,66
3,67
3,67
3,72
3,73
3,75
3,76
3,78
3,79
3,80
3,82
3,86
3,88
3,88
3,89
3,91
3,94
3,96
4,12
4,18
4,24
4,28
4,32
4,38
4,42
4,46
4,47
4,51
4,55
4,74
4,81
4,84
4,90
4,92
4,93
5,7
5,9
5,11
5,12
5,12
5,14
5,15
5,17
5,19
5,22
5,24
5,26
5,27
5,28
5,30
5,35
5,36
5,37
5,40
5,41
5,42
5,43
5,45
5,48
5,56
5,57
5,58
5,60
5,64
5,65
5,66
5,67
5,73
5,75
5,76
5,78
5,79
5,80
5,83
5,86
5,88
5,89
5,91
5,94
6,7
6,12
6,13
6,14
6,16
6,18
6,20
6,31
6,33
6,34
6,39
6,44
6,49
6,52
6,53
6,59
6,61
6,62
6,63
6,75
6,77
6,80
6,85
6,96
7,9
7,11
7,12
7,12
7,13
7,14
7,14
7,16
7,17
7,18
7,19
7,20
7,22
7,26
7,27
7,28
7,30
7,31
7,33
7,34
7,35
7,36
7,37
7,39
7,40
7,41
7,42
7,43
7,44
7,45
7,48
7,49
7,52
7,53
7,56
7,57
7,58
7,59
7,60
7,61
7,62
7,63
7,65
7,66
7,67
7,73
7,75
7,75
7,76
7,77
7,78
7,79
7,80
7,80
7,85
7,86
7,88
7,89
7,91
7,94
7,96
8,9
8,13
8,24
8,26
8,29
8,30
8,33
8,38
8,87
8,94
8,95
9,11
9,12
9,13
9,14
9,17
9,19
9,22
9,26
9,26
9,27
9,28
9,29
9,30
9,30
9,33
9,35
9,36
9,37
9,38
9,40
9,41
9,42
9,43
9,45
9,48
9,56
9,57
9,58
9,60
9,65
9,66
9,67
9,73
9,75
9,76
9,78
9,79
9,80
9,86
9,87
9,88
9,89
9,91
9,94
9,94
9,95
10,54
10,59
10,69
11,12
11,14
11,17
11,19
11,22
11,26
11,27
11,28
11,30
11,35
11,36
11,37
11,40
11,41
11,42
11,43
11,45
11,48
11,56
11,57
11,58
11,60
11,65
11,66
11,67
11,73
11,75
11,76
11,78
11,79
11,80
11,86
11,88
11,89
11,91
11,94
12,13
12,14
12,14
12,15
12,16
12,17
12,18
12,18
12,19
12,20
12,22
12,24
12,24
12,26
12,27
12,28
12,28
12,30
12,31
12,32
12,33
12,34
12,35
12,36
12,37
12,38
12,39
12,40
12,41
12,42
12,42
12,43
12,44
12,45
12,46
12,47
12,48
12,49
12,51
12,52
12,53
12,55
12,56
12,57
12,58
12,59
12,60
12,61
12,62
12,63
12,64
12,65
12,66
12,67
12,73
12,74
12,75
12,75
12,76
12,77
12,78
12,79
12,80
12,80
12,81
12,83
12,84
12,85
12,86
12,88
12,89
12,90
12,91
12,92
12,93
12,94
12,96
13,14
13,16
13,18
13,20
13,26
13,29
13,30
13,31
13,33
13,33
13,34
13,38
13,39
13,44
13,49
13,52
13,53
13,59
13,61
13,62
13,63
13,75
13,77
13,80
13,85
13,87
13,94
13,95
13,96
14,16
14,17
14,18
14,19
14,20
14,22
14,26
14,27
14,28
14,30
14,31
14,33
14,34
14,35
14,36
14,37
14,39
14,40
14,41
14,42
14,43
14,44
14,45
14,48
14,49
14,52
14,53
14,56
14,57
14,58
14,59
14,60
14,61
14,62
14,63
14,65
14,66
14,67
14,73
14,75
14,75
14,76
14,77
14,78
14,79
14,80
14,80
14,85
14,86
14,88
14,89
14,91
14,94
14,96
15,21
15,24
15,24
15,29
15,38
15,58
15,61
15,62
15,64
15,67
